overall_review,overall_review_count,recent_review,recent_review_count,genres,categories,age_rating,discount_percentage
86,1677,100,12,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",0,-70
79,1413,80,10,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing",1,-50
81,202,72,18,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",0,-50
91,71,92,13,"Action, Indie, Simulation, Early Access","Single-player, VR Only, Family Sharing, Profile Features Limited",0,-10
96,991,88,17,Indie,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-67
98,59,97,39,"Action, Indie, Racing, Early Access","Single-player, Family Sharing",0,-50
98,874,97,34,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-21
67,1310,52,17,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing",0,-51
77,1704,80,10,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-80
78,1802,83,18,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Steam Cloud, Remote Play on TV, Family Sharing",0,-75
97,1653,100,18,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-30
83,90,81,11,"Indie, Simulation","Single-player, Online Co-op, Family Sharing, Profile Features Limited",0,-15
94,569,100,10,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
71,7427,82,29,"Action, Adventure","Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,-85
87,3110,73,19,"Action, Adventure, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0,-93
87,440,100,10,"Action, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-20
95,1768,94,38,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-21
96,4649,100,24,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-70
66,231,50,12,"Adventure, Casual, Indie, Simulation, Early Access","Single-player, Steam Achievements, Family Sharing",0,-49
89,1982,80,10,"Action, Adventure, Indie","Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-80
80,607,64,14,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-65
70,199,71,14,"Action, Adventure, Casual, Indie","Single-player, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0,-50
84,447,92,13,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing",0,-70
89,759,91,12,Action,"Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",0,-50
86,2372,95,20,Racing,"Single-player, Steam Trading Cards, Remote Play Together, Family Sharing",0,-75
91,1225,80,10,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",1,-65
65,1391,73,15,"RPG, Strategy","Single-player, Family Sharing",0,-75
100,87,100,11,"Casual, Indie","Single-player, Steam Achievements, Family Sharing, Profile Features Limited",0,-20
95,2014,90,11,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-70
97,18772,95,60,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Family Sharing",0,-20
62,2796,52,38,"Adventure, Casual, Indie, Massively Multiplayer, Racing, Simulation, Sports","Single-player, MMO, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, Captions available, In-App Purchases, Stats, Commentary available, Remote Play Together, Family Sharing",0,-50
87,1328,81,11,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-80
71,6031,77,54,"Action, Adventure","Single-player, Remote Play on TV, Family Sharing",0,-75
95,1098,95,22,"Adventure, Casual, Indie","Single-player, Family Sharing",0,-51
96,218,100,10,"Casual, Indie","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",0,-26
74,151,66,12,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0,-85
82,1673,100,13,"Indie, Simulation","Single-player, Remote Play Together, Family Sharing",0,-80
96,66,100,14,"Casual, Indie, Simulation","Single-player, Family Sharing, Profile Features Limited",0,-15
88,1076,91,12,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",0,-56
69,958,93,16,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards, Family Sharing",0,-70
91,1771,91,12,"Adventure, Indie","Single-player, Family Sharing",0,-90
77,1863,83,12,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",0,-75
96,59,100,12,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing, Profile Features Limited",0,-21
84,2470,82,29,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing",0,-50
78,1470,83,12,Simulation,"Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing",0,-80
89,2083,84,19,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-72
94,128,100,10,"Casual, Indie, RPG","Single-player, Family Sharing, Profile Features Limited",0,-35
92,2755,93,1843,"Adventure, Casual, Indie","Single-player, Family Sharing",0,-100
100,55,100,33,"Action, Adventure, Casual, Indie, RPG","Single-player, Family Sharing, Steam is learning about this game",0,-50
90,50,76,13,"Action, Casual, Indie, Racing","Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing, Profile Features Limited",0,-31
86,272,90,11,"Casual, Indie, Racing","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-81
82,849,66,15,"Action, Casual, Indie, Massively Multiplayer","Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Family Sharing",0,-50
79,235,81,11,Indie,"Single-player, Family Sharing",0,-26
94,1914,95,20,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-50
90,3353,76,13,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",0,-75
92,2145,90,10,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Remote Play on TV, Family Sharing",0,-70
94,318,100,18,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing, Profile Features Limited",0,-46
96,341,100,11,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-50
81,794,75,12,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",0,-20
86,22,70,10,"Action, RPG","Single-player, Steam Achievements, Family Sharing, Profile Features Limited",0,-57
78,164,92,14,"Action, Indie, Early Access","Single-player, Online Co-op, Steam Achievements, Family Sharing, Profile Features Limited",0,-50
93,795,100,11,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-60
85,94,100,10,"Casual, Indie, Racing","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0,-50
98,53,97,35,"Casual, Indie, RPG, Strategy","Single-player, Family Sharing, Steam is learning about this game",0,-50
90,377,83,12,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Family Sharing, Profile Features Limited",0,-50
75,143,94,17,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-50
78,3613,77,18,"Action, Adventure, Indie, Massively Multiplayer, RPG","Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Family Sharing",0,-50
94,17,90,10,"Action, Indie, Early Access","Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Family Sharing, Steam is learning about this game",0,-49
86,1673,77,27,"Casual, Indie, Racing","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0,-50
79,409,72,11,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-79
71,697,73,15,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-50
68,1012,50,12,"Action, Indie","Single-player, Shared/Split Screen Co-op, Steam Trading Cards, Remote Play Together, Family Sharing",0,-19
63,477,50,10,"Action, Indie, Massively Multiplayer, Racing, Simulation","Single-player, Online PvP, Cross-Platform Multiplayer, Family Sharing, Profile Features Limited",0,-50
100,10,100,10,"Action, Casual, Indie, Simulation, Sports","Single-player, Steam Achievements, Family Sharing, Profile Features Limited",0,-15
69,18858,74,187,"Action, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-85
36,3457,68,16,"Action, Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",1,-80
